['N', '1']:		 [-0.       -3.372375 -3.372375]
['N', '16']:		 [-0.      -3.37245 -3.37245]
['N', '19']:		 [-0.      -3.37245 -3.37245]
['N', '22']:		 [-0.      -3.37245 -3.37245]
['N', '25']:		 [-0.      -3.37245 -3.37245]
['N', '38']:		 [-0.       -3.372375 -3.372375]
['N', '41']:		 [-0.       -3.372375 -3.372375]
['N', '44']:		 [-0.       -3.372375 -3.372375]
