['N', '1']:		 [-0.     -3.3708 -3.3708]
['N', '16']:		 [-0.     -3.3708 -3.3708]
['N', '19']:		 [-0.     -3.3708 -3.3708]
['N', '22']:		 [-0.     -3.3708 -3.3708]
['N', '25']:		 [-0.     -3.3708 -3.3708]
['N', '38']:		 [-0.     -3.3708 -3.3708]
['N', '41']:		 [-0.     -3.3708 -3.3708]
['N', '44']:		 [-0.     -3.3708 -3.3708]
