['N', '1']:		 [-0.       -3.370125 -3.370125]
['N', '16']:		 [-0.       -3.370125 -3.370125]
['N', '19']:		 [-0.       -3.370125 -3.370125]
['N', '22']:		 [-0.       -3.370125 -3.370125]
['N', '25']:		 [-0.       -3.370125 -3.370125]
['N', '38']:		 [-0.       -3.370125 -3.370125]
['N', '41']:		 [-0.       -3.370125 -3.370125]
['N', '44']:		 [-0.       -3.370125 -3.370125]
